,caption,image_file,image_id
619,lots of houses with red and orange roofs arranged neatly .,./train/images/125.tif,124
620,a residential area with houses arranged neatly and some roads go across this area .,./train/images/125.tif,124
621,a town with many houses arranged neatly and divided by some roads .,./train/images/125.tif,124
622,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/125.tif,124
623,a residential area with houses densely arranged and devided by some roads .,./train/images/125.tif,124
624,lots of houses with red and orange roofs arranged neatly .,./train/images/126.tif,125
625,a residential area with houses arranged neatly and some roads go across this area .,./train/images/126.tif,125
626,a town with many houses arranged neatly and divided by some roads .,./train/images/126.tif,125
627,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/126.tif,125
628,a residential area with houses densely arranged and devided by some roads .,./train/images/126.tif,125
629,lots of houses with red and orange roofs arranged neatly .,./train/images/127.tif,126
630,a residential area with houses arranged neatly and some roads go across this area .,./train/images/127.tif,126
631,a town with many houses arranged neatly and divided by some roads .,./train/images/127.tif,126
632,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/127.tif,126
633,a residential area with houses densely arranged and devided by some roads .,./train/images/127.tif,126
634,lots of houses with red and orange roofs arranged densely and a railway beside .,./train/images/128.tif,127
635,a residential area with houses arranged neatly and some roads go through this area .,./train/images/128.tif,127
636,a town with many houses arranged densely and a railway passed by .,./train/images/128.tif,127
637,a residential area with houses arranged neatly while a railway passed by .,./train/images/128.tif,127
638,a residential area with many houses densely arranged and a railway beside .,./train/images/128.tif,127
639,many houses arranged in lines in a residential area .,./train/images/129.tif,128
640,a residential area with houses arranged in lines while some roads go through this area .,./train/images/129.tif,128
641,a town with many houses arranged in lines some while roads go through this area .,./train/images/129.tif,128
642,a residential area with houses arranged very neatly while many plants on the roadside .,./train/images/129.tif,128
643,a residential area with houses neatly arranged and some straight roads go through .,./train/images/129.tif,128
644,many houses arranged in lines in a residential area .,./train/images/130.tif,129
645,a residential area with houses arranged in lines while some roads go through this area .,./train/images/130.tif,129
646,a town with many houses arranged in lines some while roads go through this area .,./train/images/130.tif,129
647,a residential area with houses arranged very neatly while many plants on the roadside .,./train/images/130.tif,129
648,a residential area with houses neatly arranged and some straight roads go through .,./train/images/130.tif,129
649,many houses arranged in lines in a residential area .,./train/images/131.tif,130
650,a residential area with houses arranged in lines while some roads go through this area .,./train/images/131.tif,130
651,a town with many houses arranged in lines some while roads go through this area .,./train/images/131.tif,130
652,a residential area with houses arranged very neatly while many plants on the roadside .,./train/images/131.tif,130
653,a residential area with houses neatly arranged and some straight roads go through .,./train/images/131.tif,130
654,a residential area with many houses arranged neatly and divided into rectangles by some roads .,./train/images/132.tif,131
655,there are lots of houses densely arranged and divided into rectangles by some roads .,./train/images/132.tif,131
656,many houses arranged neatly and divided by into rectangles by some roads .,./train/images/132.tif,131
657,lots of houses arranged neatly in the residential area .,./train/images/132.tif,131
658,there are many houses arranged neatly and divided into rectangles by some roads .,./train/images/132.tif,131
659,a residential area with many houses arranged neatly and divided into rectangles by some roads .,./train/images/133.tif,132
660,there are lots of houses densely arranged and divided into rectangles by some roads .,./train/images/133.tif,132
661,many houses arranged neatly and divided by into rectangles by some roads .,./train/images/133.tif,132
662,lots of houses arranged neatly in the residential area .,./train/images/133.tif,132
663,there are many houses arranged neatly and divided into rectangles by some roads .,./train/images/133.tif,132
664,a residential area with many houses arranged neatly and divided into rectangles by some roads .,./train/images/134.tif,133
665,there are lots of houses densely arranged and divided into rectangles by some roads .,./train/images/134.tif,133
666,many houses arranged neatly and divided by into rectangles by some roads .,./train/images/134.tif,133
667,lots of houses arranged neatly in the residential area .,./train/images/134.tif,133
668,there are many houses arranged neatly and divided into rectangles by some roads .,./train/images/134.tif,133
669,lots of houses with red and orange roofs arranged neatly .,./train/images/135.tif,134
670,a residential area with houses arranged neatly and some roads go through this area .,./train/images/135.tif,134
671,a town with many houses arranged densely and separated by some roads .,./train/images/135.tif,134
672,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/135.tif,134
673,this is a residential area with houses arranged neatly and some roads go through .,./train/images/135.tif,134
674,lots of houses with red and orange roofs arranged neatly .,./train/images/136.tif,135
675,a residential area with houses arranged neatly and some roads go through this area .,./train/images/136.tif,135
676,a town with many houses arranged densely and separated by some roads .,./train/images/136.tif,135
677,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/136.tif,135
678,this is a residential area with houses arranged neatly and some roads go through .,./train/images/136.tif,135
679,lots of houses with red and orange roofs arranged neatly .,./train/images/137.tif,136
680,a residential area with houses arranged neatly and some roads go through this area .,./train/images/137.tif,136
681,a town with many houses arranged densely and separated by some roads .,./train/images/137.tif,136
682,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/137.tif,136
683,this is a residential area with houses arranged neatly and some roads go through .,./train/images/137.tif,136
684,lots of houses arranged neatly and a piece of lawn in the lower right corner .,./train/images/138.tif,137
685,a residential area with houses arranged neatly and some roads go through this area .,./train/images/138.tif,137
686,a town with many houses arranged neatly while a piece of lawn in the lower right corner .,./train/images/138.tif,137
687,a residential area with houses arranged neatly while many plants in the roadside .,./train/images/138.tif,137
688,this is a residential area with many houses arranged neatly and a grassland lower right corner .,./train/images/138.tif,137
689,lots of houses arranged neatly and a piece of lawn in the lower left corner .,./train/images/139.tif,138
690,a residential area with houses arranged neatly and some roads go through this area .,./train/images/139.tif,138
691,a town with many houses arranged neatly while a piece of lawn in the lower left corner .,./train/images/139.tif,138
692,a residential area with houses arranged neatly while many plants in the roadside .,./train/images/139.tif,138
693,this is a residential area with many houses arranged neatly and a grassland lower left corner .,./train/images/139.tif,138
694,many houses arranged in lines in this residential area .,./train/images/140.tif,139
695,a residential area with many houses arranged very neatly and some roads go though this area .,./train/images/140.tif,139
696,a town with many houses arranged in lines while some roads go across this area .,./train/images/140.tif,139
697,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/140.tif,139
698,some roads go through the residential area with many houses arranged neatly .,./train/images/140.tif,139
699,many houses arranged in lines in this residential area .,./train/images/141.tif,140
700,a residential area with many houses arranged very neatly and some roads go though this area .,./train/images/141.tif,140
701,a town with many houses arranged in lines while some roads go across this area .,./train/images/141.tif,140
702,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/141.tif,140
703,some roads go through the residential area with many houses arranged neatly .,./train/images/141.tif,140
704,lots of houses with red and orange roofs are densely arranged and a wide road passed by .,./train/images/142.tif,141
705,a residential area with houses densely arranged and a wide road go through this area .,./train/images/142.tif,141
706,a town with many houses arranged densely with a piece of lawn beside .,./train/images/142.tif,141
707,a residential area with houses densely arranged and a wide road passed by .,./train/images/142.tif,141
708,a residential area with houses arranged neatly .,./train/images/142.tif,141
709,lots of houses with arranged densely in the residential area .,./train/images/143.tif,142
710,this is a residential area with houses arranged neatly and some roads go through this area .,./train/images/143.tif,142
711,there are many houses arranged densely while some roads go across this area .,./train/images/143.tif,142
712,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/143.tif,142
713,many houses densely arranged and some roads go through this area .,./train/images/143.tif,142
714,lots of houses with arranged densely in the residential area .,./train/images/144.tif,143
715,this is a residential area with houses arranged neatly and some roads go through this area .,./train/images/144.tif,143
716,there are many houses arranged densely while some roads go across this area .,./train/images/144.tif,143
717,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/144.tif,143
718,many houses densely arranged and some roads go through this area .,./train/images/144.tif,143
719,lots of houses arranged densely in the residential area and a piece of lawn in the lower right corner .,./train/images/145.tif,144
720,a residential area with houses arranged neatly and some roads go through this area .,./train/images/145.tif,144
721,many houses arranged densely with a piece of lawn in the lower right corner .,./train/images/145.tif,144
722,a residential area with houses arranged neatly while a piece of lawn in the lower right corner .,./train/images/145.tif,144
723,a residential area with many houses densely arranged and a grassland in the lower right corner .,./train/images/145.tif,144
724,lots of houses with red and orange roofs arranged in lines .,./train/images/146.tif,145
725,a residential area with houses arranged neatly and some roads go through this area .,./train/images/146.tif,145
726,a town with many houses arranged in lines while some cars on the roads .,./train/images/146.tif,145
727,a residential area with houses arranged neatly while many plants on the roadside .,./train/images/146.tif,145
728,a residential area with houses arranged neatly .,./train/images/146.tif,145
729,many houses arranged densely with a piece of lawn beside .,./train/images/147.tif,146
730,a residential area with lots of houses densely arranged and some roads go through this area .,./train/images/147.tif,146
731,this is a residential area with many houses densely arranged and a piece of lawn beside .,./train/images/147.tif,146
732,a residential area with many houses densely arranged and a piece of lawn beside .,./train/images/147.tif,146
733,some roads go through the residential area and a piece of lawn beside this area .,./train/images/147.tif,146
734,many houses arranged densely with a piece of lawn beside .,./train/images/148.tif,147
735,a residential area with lots of houses densely arranged and some roads go through this area .,./train/images/148.tif,147
736,this is a residential area with many houses densely arranged and a piece of lawn beside .,./train/images/148.tif,147
737,a residential area with many houses densely arranged and a piece of lawn beside .,./train/images/148.tif,147
738,some roads go through the residential area and a piece of lawn beside this area .,./train/images/148.tif,147
739,a residential area with many houses arranged densely and a wide highway beside .,./train/images/149.tif,148
740,there are many houses densely arranged and a wide highway beside .,./train/images/149.tif,148
741,many houses densely arranged while a wide highway passed by .,./train/images/149.tif,148
742,this is a residential area with a wide highway passed by .,./train/images/149.tif,148
743,a residential area with lots of houses arranged densely and a highway passed by .,./train/images/149.tif,148
744,a dense residential area with many houses arranged neatly .,./train/images/150.tif,149
745,lots of houses are densely arranged and some roads go through this area .,./train/images/150.tif,149
746,there are many houses arranged neatly while some roads go across .,./train/images/150.tif,149
747,many houses are densely arranged and some roads go across this area .,./train/images/150.tif,149
748,many houses densely arranged and some houses go across the residential area .,./train/images/150.tif,149
749,many house arranged neatly in the residential area while some roads go across this area .,./train/images/151.tif,150
750,lots of houses are densely arranged with a wide high way in the lower right corner .,./train/images/151.tif,150
751,a residential area with many houses arranged neatly and some plants in the lower right corner .,./train/images/151.tif,150
752,there are many house arranged neatly while a wide highway and some plants in the lower right corner .,./train/images/151.tif,150
753,many houses are densely arranged while a highway and some plants in the lower right corner .,./train/images/151.tif,150
754,many house arranged neatly in the residential area while some roads go across this area .,./train/images/152.tif,151
755,lots of houses are densely arranged with a wide high way in the lower right corner .,./train/images/152.tif,151
756,a residential area with many houses arranged neatly and some plants in the lower right corner .,./train/images/152.tif,151
757,there are many house arranged neatly while a wide highway and some plants in the lower right corner .,./train/images/152.tif,151
758,many houses are densely arranged while a highway and some plants in the lower right corner .,./train/images/152.tif,151
759,many houses are densely arranged and some lawns beside .,./train/images/153.tif,152
760,lots of houses are densely arranged and some lawns beside in the residential area .,./train/images/153.tif,152
761,a residential area with many houses and lawn while some roads go across .,./train/images/153.tif,152
762,this is a residential area with many houses arranged neatly and some lawns beside .,./train/images/153.tif,152
763,many houses arranged neatly with some lawns beside .,./train/images/153.tif,152
764,many houses arranged densely in the residential area .,./train/images/154.tif,153
765,a residential area with many houses arranged densely while some roads go across .,./train/images/154.tif,153
766,this is a residential area with many houses separated by some roads .,./train/images/154.tif,153
767,many houses are densely arranged and separated by some roads .,./train/images/154.tif,153
768,a dense residential area with many houses arranged neatly .,./train/images/154.tif,153
769,many houses arrange neatly and a piece of lawn in the upper right corner .,./train/images/155.tif,154
770,there are lots of houses arranged neatly while a piece of lawn in the upper right corner .,./train/images/155.tif,154
771,a residential area with many houses arranged neatly and a lawn in the upper right corner .,./train/images/155.tif,154
772,many houses arranged neatly and a piece of lawn in the upper right corner .,./train/images/155.tif,154
773,a residential area with lots of houses arranged neatly while a piece of lawn beside .,./train/images/155.tif,154
774,many houses arranged in lines while some roads go across .,./train/images/156.tif,155
775,a residential area with many houses arranged neatly and separated by some roads .,./train/images/156.tif,155
776,many houses arranged in lines and some roads go through this area .,./train/images/156.tif,155
777,lots of houses arranged neatly while some roads go across this area .,./train/images/156.tif,155
778,lots of houses arranged in lines and separated by some roads .,./train/images/156.tif,155
779,many houses arranged in lines while some roads go across .,./train/images/157.tif,156
780,a residential area with many houses arranged neatly and separated by some roads .,./train/images/157.tif,156
781,many houses arranged in lines and some roads go through this area .,./train/images/157.tif,156
782,lots of houses arranged neatly while some roads go across this area .,./train/images/157.tif,156
783,lots of houses arranged in lines and separated by some roads .,./train/images/157.tif,156
784,many houses arranged neatly with a main street go across this area .,./train/images/158.tif,157
785,a residential area with many houses arranged neatly and a main road in the middle .,./train/images/158.tif,157
786,this is a residential area with many houses and a main street in the middle .,./train/images/158.tif,157
787,a residential area with many houses arranged neatly while a main street in the middle .,./train/images/158.tif,157
788,lots of houses arranged neatly in the residential area with a main street in the middle .,./train/images/158.tif,157
789,many houses arranged neatly with a main street go across this area .,./train/images/159.tif,158
790,a residential area with many houses arranged neatly and a main road in the middle .,./train/images/159.tif,158
791,this is a residential area with many houses and a main street in the middle .,./train/images/159.tif,158
792,a residential area with many houses arranged neatly while a main street in the middle .,./train/images/159.tif,158
793,lots of houses arranged neatly in the residential area with a main street in the middle .,./train/images/159.tif,158
794,many houses arranged neatly with a main street go across this area .,./train/images/160.tif,159
795,a residential area with many houses arranged neatly and a main road in the middle .,./train/images/160.tif,159
796,this is a residential area with many houses and a main street in the middle .,./train/images/160.tif,159
797,a residential area with many houses arranged neatly while a main street in the middle .,./train/images/160.tif,159
798,lots of houses arranged neatly in the residential area with a main street in the middle .,./train/images/160.tif,159
799,many houses arranged neatly with a main street go across this area .,./train/images/161.tif,160
800,a residential area with many houses arranged neatly and a main road in the middle .,./train/images/161.tif,160
801,this is a residential area with many houses and a main street in the middle .,./train/images/161.tif,160
802,a residential area with many houses arranged neatly while a main street in the middle .,./train/images/161.tif,160
803,lots of houses arranged neatly in the residential area with a main street in the middle .,./train/images/161.tif,160
804,many houses arranged neatly with a main street go across this area .,./train/images/162.tif,161
805,a residential area with many houses arranged neatly and a main road in the middle .,./train/images/162.tif,161
806,this is a residential area with many houses and a main street in the middle .,./train/images/162.tif,161
807,a residential area with many houses arranged neatly while a main street in the middle .,./train/images/162.tif,161
808,lots of houses arranged neatly in the residential area with a main street in the middle .,./train/images/162.tif,161
809,a dense residential with many house separated by some roads .,./train/images/163.tif,162
810,this is a residential area with many houses divided into rectangles by some roads .,./train/images/163.tif,162
811,lots of houses are divided into rectangles by some roads .,./train/images/163.tif,162
812,this is a residential area are divided by some straight roads .,./train/images/163.tif,162
813,many houses arranged neatly in the dense residential area .,./train/images/164.tif,163
814,there are many houses arranged neatly and separated by some roads .,./train/images/164.tif,163
815,a residential area with many houses arranged neatly and separated by some roads .,./train/images/164.tif,163
816,many houses are densely arranged and some roads go through this area .,./train/images/164.tif,163
817,a residential area with some roads go through .,./train/images/164.tif,163
818,many houses arranged neatly in the dense residential area .,./train/images/165.tif,164
819,there are many houses arranged neatly and separated by some roads .,./train/images/165.tif,164
820,a residential area with many houses arranged neatly and separated by some roads .,./train/images/165.tif,164
821,many houses are densely arranged and some roads go through this area .,./train/images/165.tif,164
822,a residential area with some roads go through .,./train/images/165.tif,164
823,a residential area with many houses arranged densely and a railway passed by .,./train/images/166.tif,165
824,many houses arranged densely in the residential area and a railway passed by .,./train/images/166.tif,165
825,a dense residential area with many houses and a railway passed by .,./train/images/166.tif,165
826,many houses arranged densely and a railway in the lower right corner .,./train/images/166.tif,165
827,a residential area with many houses arranged neatly .,./train/images/166.tif,165
828,a residential area with some roads go through .,./train/images/167.tif,166
829,many houses arranged neatly in the residential area and some roads go through this area .,./train/images/167.tif,166
830,lots of houses arranged neatly in the residential area and separated by some roads .,./train/images/167.tif,166
831,many houses arranged densely and divided by some roads .,./train/images/167.tif,166
832,this is a residential area with many houses arranged neatly and divided by some roads .,./train/images/167.tif,166
833,a residential area with some roads go through .,./train/images/168.tif,167
834,many houses arranged neatly in the residential area and some roads go through this area .,./train/images/168.tif,167
835,lots of houses arranged neatly in the residential area and separated by some roads .,./train/images/168.tif,167
836,many houses arranged densely and divided by some roads .,./train/images/168.tif,167
837,this is a residential area with many houses arranged neatly and divided by some roads .,./train/images/168.tif,167
838,a dense residential area with many houses densely arrange and some roads go through this area .,./train/images/169.tif,168
839,a dense residential area with lots of houses arranged densely and a piece of lawn beside .,./train/images/169.tif,168
840,many houses arranged neatly with a piece of lawn beside .,./train/images/169.tif,168
841,lots of houses arranged neatly and some roads go through this area .,./train/images/169.tif,168
842,a residential area with a piece of lawn beside .,./train/images/169.tif,168
843,a dense residential area with many houses densely arrange and some roads go through this area .,./train/images/170.tif,169
844,a dense residential area with lots of houses arranged densely and a piece of lawn beside .,./train/images/170.tif,169
845,many houses arranged neatly with a piece of lawn beside .,./train/images/170.tif,169
846,lots of houses arranged neatly and some roads go through this area .,./train/images/170.tif,169
847,a residential area with a piece of lawn beside .,./train/images/170.tif,169
848,a dense residential area with many houses densely arrange and some roads go through this area .,./train/images/171.tif,170
849,a dense residential area with lots of houses arranged densely and a piece of lawn beside .,./train/images/171.tif,170
850,many houses arranged neatly with a piece of lawn beside .,./train/images/171.tif,170
851,lots of houses arranged neatly and some roads go through this area .,./train/images/171.tif,170
852,a residential area with a piece of lawn beside .,./train/images/171.tif,170
853,many houses arranged neatly in the residential area .,./train/images/172.tif,171
854,a residential area with many houses arranged neatly and some roads go through this area .,./train/images/172.tif,171
855,many houses arranged neatly and divided by some roads .,./train/images/172.tif,171
856,this is a residential area with many houses arranged neatly .,./train/images/172.tif,171
857,a residential area with some houses densely arranged and some roads go across this area .,./train/images/172.tif,171
858,many houses arranged neatly in the residential area .,./train/images/173.tif,172
859,a residential area with many houses arranged neatly and some roads go through this area .,./train/images/173.tif,172
860,many houses arranged neatly and divided by some roads .,./train/images/173.tif,172
861,this is a residential area with many houses arranged neatly .,./train/images/173.tif,172
862,a residential area with some houses densely arranged and some roads go across this area .,./train/images/173.tif,172
863,many houses arranged neatly in the residential area .,./train/images/174.tif,173
864,a residential area with many houses arranged neatly and some roads go through this area .,./train/images/174.tif,173
865,many houses arranged neatly and divided by some roads .,./train/images/174.tif,173
866,this is a residential area with many houses arranged neatly .,./train/images/174.tif,173
867,a residential area with some houses densely arranged and some roads go across this area .,./train/images/174.tif,173
868,many houses arranged neatly in the residential area .,./train/images/175.tif,174
869,a residential area with many houses arranged neatly and some roads go through this area .,./train/images/175.tif,174
870,many houses arranged neatly and divided by some roads .,./train/images/175.tif,174
871,this is a residential area with many houses arranged neatly .,./train/images/175.tif,174
872,a residential area with some houses densely arranged and some roads go across this area .,./train/images/175.tif,174
873,there are some houses arranged neatly and a railway passed by .,./train/images/176.tif,175
874,a residential area with some houses arranged neatly and a railway beside .,./train/images/176.tif,175
875,many houses arranged neatly in the residential area with a railway in the lower right corner .,./train/images/176.tif,175
876,a residential area with a railway in the lower right corner .,./train/images/176.tif,175
877,lots of houses arranged densely in the residential area and a railway in the lower right corner .,./train/images/176.tif,175
878,there are some houses arranged neatly and a railway passed by .,./train/images/177.tif,176
879,a residential area with some houses arranged neatly and a railway beside .,./train/images/177.tif,176
880,many houses arranged neatly in the residential area with a railway in the lower right corner .,./train/images/177.tif,176
881,a residential area with a railway in the lower right corner and a big crossroad in the middle .,./train/images/177.tif,176
882,lots of houses arranged densely in the residential area and a railway in the lower right corner .,./train/images/177.tif,176
883,a residential area with many houses densely arranged and a crossroad in the middle .,./train/images/178.tif,177
884,many houses arranged neatly with a crossroad in the middle .,./train/images/178.tif,177
885,lots of houses arranged neatly with some roads go through this area .,./train/images/178.tif,177
886,this is a residential area with many houses densely arranged .,./train/images/178.tif,177
887,many houses arranged neatly and some roads go through this area .,./train/images/178.tif,177
888,a residential area with many houses divided into rectangles by some roads .,./train/images/179.tif,178
889,there are many houses densely arranged and divided into rectangles by some roads .,./train/images/179.tif,178
890,a residential area with lots of houses arranged neatly .,./train/images/179.tif,178
891,lots of houses arranged neatly and divided into rectangles by some roads .,./train/images/179.tif,178
892,there are lots of houses arranged neatly in the dense residential area .,./train/images/179.tif,178
893,a residential area with many houses divided into rectangles by some roads .,./train/images/180.tif,179
894,there are many houses densely arranged and divided into rectangles by some roads .,./train/images/180.tif,179
895,a residential area with lots of houses arranged neatly .,./train/images/180.tif,179
896,lots of houses arranged neatly and divided into rectangles by some roads .,./train/images/180.tif,179
897,there are lots of houses arranged neatly in the dense residential area .,./train/images/180.tif,179
898,many houses are densely arranged and some roads go through this area .,./train/images/181.tif,180
899,lots of houses are arranged neatly while some roads go across this area .,./train/images/181.tif,180
900,a residential area with some houses arranged neatly .,./train/images/181.tif,180
901,this is a residential area with many houses arranged neatly and divided by some roads .,./train/images/181.tif,180
902,a residential area with houses arranged densely and divided by some roads .,./train/images/181.tif,180
903,many houses are densely arranged and some roads go through this area .,./train/images/182.tif,181
904,lots of houses are arranged neatly while some roads go across this area .,./train/images/182.tif,181
905,a residential area with some houses arranged neatly .,./train/images/182.tif,181
906,this is a residential area with many houses arranged neatly and divided by some roads .,./train/images/182.tif,181
907,a residential area with houses arranged densely and divided by some roads .,./train/images/182.tif,181
908,a residential area with many houses arranged neatly and divided into ractangles by some roads .,./train/images/183.tif,182
909,many houses are densely arranged and divided into rectangles by some roads .,./train/images/183.tif,182
910,lots of houses with different colors of roofs are divided into rectangles by some roads .,./train/images/183.tif,182
911,many houses in the residential area are divided into rectangles by some roads .,./train/images/183.tif,182
912,houses with different colours of roofs are divided into rectangles by some roads .,./train/images/183.tif,182
913,a residential area with many houses arranged neatly and divided into ractangles by some roads .,./train/images/184.tif,183
914,many houses are densely arranged and divided into rectangles by some roads .,./train/images/184.tif,183
915,lots of houses with different colors of roofs are divided into rectangles by some roads .,./train/images/184.tif,183
916,many houses in the residential area are divided into rectangles by some roads .,./train/images/184.tif,183
917,houses with different colours of roofs are divided into rectangles by some roads .,./train/images/184.tif,183
918,many houses arranged neatly with some grasslands beside .,./train/images/185.tif,184
919,a residential area with many houses arranged neatly and some grasslands beside .,./train/images/185.tif,184
920,this is a residential area with many houses and grasslands .,./train/images/185.tif,184
921,many houses arranged neatly with some grasslands beside .,./train/images/185.tif,184
922,a residential area with many houses arranged neatly and some roads go through this area .,./train/images/185.tif,184
923,many houses arranged neatly with some grasslands beside .,./train/images/186.tif,185
924,a residential area with many houses arranged neatly and some grasslands beside .,./train/images/186.tif,185
925,this is a residential area with many houses and grasslands .,./train/images/186.tif,185
926,many houses arranged neatly with some grasslands beside .,./train/images/186.tif,185
927,a residential area with many houses arranged neatly and some roads go through this area .,./train/images/186.tif,185
928,a residential area with many houses arranged neatly and divided into ractangles by some roads .,./train/images/187.tif,186
929,many houses are densely arranged and divided into rectangles by some roads .,./train/images/187.tif,186
930,lots of houses with different colors of roofs are divided into rectangles by some roads .,./train/images/187.tif,186
931,many houses in the residential area are divided into rectangles by some roads .,./train/images/187.tif,186
932,houses with different colours of roofs are divided into rectangles by some roads .,./train/images/187.tif,186
933,many houses with different colours of roofs arranged neatly in the residential area .,./train/images/188.tif,187
934,there are many houses with red and grey roofs arranged neatly .,./train/images/188.tif,187
935,a residential area with houses of red and grey roofs arranged neatly .,./train/images/188.tif,187
936,many houses with different colours of roofs are densely arranged while some roads go across this area .,./train/images/188.tif,187
937,lots of houses with different colours of roofs are densely arranged while some roads fo through this area .,./train/images/188.tif,187
938,many houses with different colours of roofs arranged neatly in the residential area .,./train/images/189.tif,188
939,there are many houses with red and grey roofs arranged neatly .,./train/images/189.tif,188
940,a residential area with houses of red and grey roofs arranged neatly .,./train/images/189.tif,188
941,many houses with different colours of roofs are densely arranged while some roads go across this area .,./train/images/189.tif,188
942,lots of houses with different colours of roofs are densely arranged while some roads fo through this area .,./train/images/189.tif,188
943,a residential area with many houses arranged neatly and divided into ractangles by some roads .,./train/images/190.tif,189
944,many houses are densely arranged and divided into rectangles by some roads .,./train/images/190.tif,189
945,lots of houses with different colors of roofs are divided into rectangles by some roads .,./train/images/190.tif,189
946,many houses in the residential area are divided into rectangles by some roads .,./train/images/190.tif,189
947,houses with different colours of roofs are divided into rectangles by some roads .,./train/images/190.tif,189
948,a residential area with many houses arranged neatly and divided into ractangles by some roads .,./train/images/191.tif,190
949,many houses are densely arranged and divided into rectangles by some roads .,./train/images/191.tif,190
950,lots of houses with different colors of roofs are divided into rectangles by some roads .,./train/images/191.tif,190
951,many houses in the residential area are divided into rectangles by some roads .,./train/images/191.tif,190
952,houses with different colours of roofs are divided into rectangles by some roads .,./train/images/191.tif,190
953,a residential area with many houses arranged neatly and divided into ractangles by some roads .,./train/images/192.tif,191
954,many houses are densely arranged and divided into rectangles by some roads .,./train/images/192.tif,191
955,lots of houses with different colors of roofs are divided into rectangles by some roads .,./train/images/192.tif,191
956,many houses in the residential area are divided into rectangles by some roads .,./train/images/192.tif,191
957,houses with different colours of roofs are divided into rectangles by some roads .,./train/images/192.tif,191
958,many houses arranged neatly and divided into rectangles by some roads .,./train/images/193.tif,192
959,this is a residential area with many houses arranged neatly and some roads go through this area .,./train/images/193.tif,192
960,a residential area with many houses arranged neatly and divided into rectangles by some roads .,./train/images/193.tif,192
961,a residential area with lots of houses divided into rectangles by some roads .,./train/images/193.tif,192
962,many houses arranged nratly with some roads go through this area .,./train/images/193.tif,192
963,many houses arranged neatly and divided into rectangles by some roads .,./train/images/194.tif,193
964,this is a residential area with many houses arranged neatly and some roads go through this area .,./train/images/194.tif,193
965,a residential area with many houses arranged neatly and divided into rectangles by some roads .,./train/images/194.tif,193
966,a residential area with lots of houses divided into rectangles by some roads .,./train/images/194.tif,193
967,many houses arranged nratly with some roads go through this area .,./train/images/194.tif,193
968,there is an airplane in the airport .,./train/images/243.tif,242
969,a white airplane is parked on the airport .,./train/images/243.tif,242
970,a white airplane is parked on the ariport while a road passed by .,./train/images/243.tif,242
971,there is a white airplane parked on the airport and some luggage cars beside .,./train/images/243.tif,242
972,a white airplane is parked on the airport while some luggage cars beside .,./train/images/243.tif,242
973,an airplane parked on the airport while some airport buildings beside .,./train/images/244.tif,243
974,there is an airplane parked on the airport with a highway passed by .,./train/images/244.tif,243
975,an airplane is parked on the airport with some luggage cars beside .,./train/images/244.tif,243
976,a highway pass by an airport with a white airplane parked on .,./train/images/244.tif,243
977,this is an airport with a white airplane parked on .,./train/images/244.tif,243
978,three white airplanes parked on the airport .,./train/images/245.tif,244
979,three white airplanes parked on the airport with dark waters beside .,./train/images/245.tif,244
980,there are three white airplanes parked on the airport with dark waters beside .,./train/images/245.tif,244
981,three same airplanes are parked on the airport with dark waters beside .,./train/images/245.tif,244
982,there are three same white airplanes parked on a airport with dark waters beside .,./train/images/245.tif,244
983,a small white airplane parked on the ariport .,./train/images/246.tif,245
984,there is a small white airplane parked on the airport with some airport buildings beside .,./train/images/246.tif,245
985,a small white airplane parked on the airport with some airport buildings beside .,./train/images/246.tif,245
986,a small white airplane parked on the airport with some airport buildings surrounded .,./train/images/246.tif,245
987,this is an airport with a small airplane parked on while some airport buildings surrounded .,./train/images/246.tif,245
988,a small white airplane parked on the ariport .,./train/images/247.tif,246
989,there is a small white airplane parked on the airport with some airport buildings beside .,./train/images/247.tif,246
990,a small white airplane parked on the airport with some airport buildings beside .,./train/images/247.tif,246
991,a small white airplane parked on the airport with some airport buildings surrounded .,./train/images/247.tif,246
992,this is an airport with a small airplane parked on while some airport buildings surrounded .,./train/images/247.tif,246
993,three airplanes parked on the airport with some luggage cars .,./train/images/248.tif,247
994,three white airplanes parked neatly on the airport with an airport building beside .,./train/images/248.tif,247
995,there are three same airplanes parked neatly on the airport with some luggage cars beside .,./train/images/248.tif,247
996,three airplanes parked on the airport with some luggage cars beside .,./train/images/248.tif,247
997,an airport with three white airplanes parked on while some luggage cars beside .,./train/images/248.tif,247
998,five different size of airplanes are parked on the airport .,./train/images/249.tif,248
999,five different size of white airplane parked on the airport .,./train/images/249.tif,248
1000,five different size of airplanes are parked on the airport .,./train/images/249.tif,248
1001,five different size of airplanes are parked on the airport with a runway beside .,./train/images/249.tif,248
1002,five white airplanes parked on the airport with a runway beside .,./train/images/249.tif,248
1003,two different size of airplanes parked on the airport with some airport buildings beside .,./train/images/250.tif,249
